cp5,municipio,municipio_consolidado,provincia_consolidada
10260,Santa Cruz de la Sierra,Santa Cruz de la Sierra,Cáceres
10882,Pescueza,Pescueza,Cáceres
12119,Alcora,Alcora,Castellón
13411,Valdemanco del Esteras,Valdemanco del Esteras,Ciudad Real
13593,Solana del Pino,Solana del Pino,Ciudad Real
14811,Cabra,Priego de Córdoba,Córdoba
15635,Miño,Miño,A Coruña
16373,Cardenete,Cardenete,Cuenca
17462,Juià,Sant Martí Vell,Gerona
17734,Albanyà,Albanyà,Gerona
19111,Yebra,Yebra,Guadalajara
19128,Pareja,Sacedón,Guadalajara
21559,Puebla de Guzmán,Puebla de Guzmán,Huelva
22194,Banastás,Huesca,Huesca
22349,Boltaña,Aínsa-Sobrarbe,Huesca
22367,Plan,Plan,Huesca
22422,Fonz,Fonz,Huesca
22532,Osso de Cinca,Osso de Cinca,Huesca
23170,Guardia de Jaén,Jaén,Jaén
23230,Arquillos,Arquillos,Jaén
23291,Santiago-Pontones,Santiago-Pontones,Jaén
23391,Torres de Albánchez,Torres de Albánchez,Jaén
24171,Villaselán,Cea,León
25138,Torrelameu,Torrelameu,Lérida
28043,Madrid,Madrid,Madrid
28806,Alcalá de Henares,Alcalá de Henares,Madrid
29460,Alpandeire,Alpandeire,Málaga
29692,Manilva,Manilva,Málaga
30439,Cehegín,Cehegín,Murcia
31280,Ancín/Antzin,Ancín/Antzin,Navarra
32679,Xunqueira de Ambía,Xunqueira de Ambía,Ourense
32848,Bande,Bande,Ourense
33212,Gijón,Gijón,Asturias
34132,Villasarracino,Villasarracino,Palencia
36739,Tomiño,Tomiño,Pontevedra
36748,Tomiño,Tomiño,Pontevedra
36826,Ponte Caldelas,Ponte Caldelas,Pontevedra
37194,Santa Marta de Tormes,Santa Marta de Tormes,Salamanca
37209,Pelarrodríguez,Garcirrey,Salamanca
38500,Güímar,Güímar,Santa Cruz de Tenerife
39627,Penagos,Santa María de Cayón,Cantabria
40154,Segovia,Segovia,Segovia
40295,San Martín y Mudrián,San Martín y Mudrián,Segovia
40440,Santa María la Real de Nieva,Santa María la Real de Nieva,Segovia
43205,Reus,Reus,Tarragona
44121,Bezas,Albarracín,Teruel
44509,Alloza,Alloza,Teruel
45110,Ajofrín,Ajofrín,Toledo
45514,Quismondo,Quismondo,Toledo
49211,Bermillo de Sayago,Bermillo de Sayago,Zamora
49880,Peleagonzalo,Peleagonzalo,Zamora
50247,Morés,Morés,Zaragoza
1200,Salvatierra/Agurain,Salvatierra/Agurain,Álava
1400,Laudio/Llodio,Laudio/Llodio,Álava
2450,Bogarra,Alcaraz,Albacete
3690,San Vicente del Raspeig/Sant Vicent del Raspeig,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante
3812,Millena,Millena,Alicante
3815,Penàguila,Penàguila,Alicante
4409,Huécija,Huécija,Almería
5146,Parral,Mancera de Arriba,Ávila
5149,Cillán,Cillán,Ávila
5621,Puerto Castilla,Solana de Ávila,Ávila
6280,Fuentes de León,Fuentes de León,Badajoz
6840,Alange,Alange,Badajoz
6910,Granja de Torrehermosa,Granja de Torrehermosa,Badajoz
8672,Gaià,Puig-reig,Barcelona
10693,Riolobos,Riolobos,Cáceres
10749,Gargantilla,Gargantilla,Cáceres
11407,Jerez de la Frontera,Jerez de la Frontera,Cádiz
11610,Grazalema,Grazalema,Cádiz
12410,Altura,Altura,Castellón
13247,San Carlos del Valle,San Carlos del Valle,Ciudad Real
13738,Viso del Marqués,Viso del Marqués,Ciudad Real
14549,Santaella,Santaella,Córdoba
14857,Castro del Río,Castro del Río,Córdoba
16003,Cuenca,Cuenca,Cuenca
16216,Olmeda del Rey,Cuenca,Cuenca
16320,Talayuelas,Talayuelas,Cuenca
16434,Montalbanejo,Montalbanejo,Cuenca
16857,Canalejas del Arroyo,Canalejas del Arroyo,Cuenca
18140,Zubia,Zubia,Granada
20100,Lezo,Donostia-San Sebastián,Guipúzcoa
20159,Asteasu,Zizurkil,Guipúzcoa
22636,Biescas,Sabiñánigo,Huesca
23004,Jaén,Jaén,Jaén
24260,San Andrés del Rabanedo,San Andrés del Rabanedo,León
25261,Ivars d'Urgell,Penelles,Lérida
27241,Meira,Meira,Lugo
27343,Bóveda,Bóveda,Lugo
27364,Páramo,Páramo,Lugo
27614,Láncara,Sarria,Lugo
27633,Samos,Samos,Lugo
28007,Madrid,Madrid,Madrid
28189,Atazar,Atazar,Madrid
28792,Miraflores de la Sierra,Miraflores de la Sierra,Madrid
29630,Benalmádena,Benalmádena,Málaga
29740,Vélez-Málaga,Vélez-Málaga,Málaga
30710,Torre-Pacheco,Torre-Pacheco,Murcia
31228,Azuelo,Torralba del Río,Navarra
31454,Castillonuevo,Navascués,Navarra
31866,Basaburua,Basaburua,Navarra
33418,Gozón,Gozón,Asturias
33460,Avilés,Avilés,Asturias
33785,Valdés,Valdés,Asturias
34113,Villaluenga de la Vega,Villaluenga de la Vega,Palencia
34468,Osornillo,Lantadilla,Palencia
34473,Tabanera de Valdavia,Valderrábano,Palencia
35016,Palmas de Gran Canaria,Palmas de Gran Canaria,Las Palma
37467,Sando,Sando,Salamanca
39120,Piélagos,Piélagos,Cantabria
40315,Castro de Fuentidueña,Castrojimeno,Segovia
42132,Noviercas,Almenar de Soria,Soria
42311,Burgo de Osma-Ciudad de Osma,Burgo de Osma-Ciudad de Osma,Soria
43422,Barberà de la Conca,Barberà de la Conca,Tarragona
43787,Caseres,Caseres,Tarragona
44394,Villafranca del Campo,Bueña,Teruel
45111,Cobisa,Cobisa,Toledo
45370,Santa Cruz de la Zarza,Santa Cruz de la Zarza,Toledo
45470,Yébenes,Yébenes,Toledo
45644,Nuño Gómez,Nuño Gómez,Toledo
46163,Marines,Marines,Valencia
46198,Millares,Millares,Valencia
46340,Requena,Requena,Valencia
46418,Fortaleny,Fortaleny,Valencia
47002,Valladolid,Valladolid,Valladolid
49620,Santa Cristina de la Polvorosa,Santa Cristina de la Polvorosa,Zamora
49706,Corrales del Vino,Corrales del Vino,Zamora
3725,Teulada,Teulada,Alicante
3850,Beniarrés,Beniarrés,Alicante
4458,Padules,Almócita,Almería
4713,Berja,Berja,Almería
5516,San Bartolomé de Corneja,Villar de Corneja,Ávila
6004,Badajoz,Badajoz,Badajoz
7659,Santanyí,Santanyí,Baleares
8753,Pallejà,Pallejà,Barcelona
9130,Rabé de las Calzadas,Rabé de las Calzadas,Burgos
9198,San Adrián de Juarros,Castrillo del Val,Burgos
9219,Altable,Miranda de Ebro,Burgos
9226,Pampliega,Villaquirán de los Infantes,Burgos
9280,Encío,Encío,Burgos
9344,Espinosa de Cerrato,Royuela de Río Franco,Palencia
9558,Villarcayo de Merindad de Castilla la Vieja,Villarcayo de Merindad de Castilla la Vieja,Burgos
9589,Valle de Mena,Valle de Mena,Burgos
13250,Daimiel,Daimiel,Ciudad Real
15137,Corcubión,Corcubión,A Coruña
15300,Betanzos,Betanzos,A Coruña
15566,Somozas,Somozas,A Coruña
15898,Santiago de Compostela,Santiago de Compostela,A Coruña
17760,Vilabertran,Vilabertran,Gerona
18858,Orce,Orce,Granada
19292,Copernal,Espinosa de Henares,Guadalajara
20301,Irun,Irun,Guipúzcoa
22336,Fueva,Aínsa-Sobrarbe,Huesca
22572,Estopiñán del Castillo,Estopiñán del Castillo,Huesca
23194,Jaén,Jaén,Jaén
23393,Villarrodrigo,Villarrodrigo,Jaén
24223,Pajares de los Oteros,Pajares de los Oteros,León
24796,Antigua,Antigua,León
25112,Alcarràs,Alcarràs,Lérida
25140,Arbeca,Arbeca,Lérida
25738,Artesa de Segre,Isona i Conca Dellà,Lérida
26212,Cellorigo,Miranda de Ebro,La Rioja
26532,Valdemadera,Valdemadera,La Rioja
27126,Castroverde,Castroverde,Lugo
27300,Guitiriz,Guitiriz,Lugo
28050,Madrid,Madrid,Madrid
28051,Madrid,Madrid,Madrid
28440,Guadarrama,Guadarrama,Madrid
29591,Málaga,Málaga,Málaga
31010,Pamplona/Iruña,Pamplona/Iruña,Navarra
31340,Marcilla,Marcilla,Navarra
32839,Merca,Merca,Ourense
32897,Muíños,Lobeira,Ourense
32910,San Cibrao das Viñas,San Cibrao das Viñas,Ourense
33888,Allande,Allande,Asturias
33958,San Martín del Rey Aurelio,San Martín del Rey Aurelio,Asturias
35627,Tuineje,Pájara,Las Palma
36792,Tomiño,Tomiño,Pontevedra
37001,Salamanca,Salamanca,Salamanca
37497,Carpio de Azaba,Villar de la Yegua,Salamanca
37553,Puebla de Azaba,Puebla de Azaba,Salamanca
38294,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife
40196,Segovia,Segovia,Segovia
41599,Roda de Andalucía,Roda de Andalucía,Sevilla
42138,Ciria,Almenar de Soria,Soria
44381,Torremocha de Jiloca,Torremocha de Jiloca,Teruel
44479,Olba,Olba,Teruel
45622,Mejorada,Mejorada,Toledo
47009,Valladolid,Valladolid,Valladolid
47454,Moraleja de las Panaderas,Moraleja de las Panaderas,Valladolid
47609,Villacarralón,Vega de Ruiponce,Valladolid
47830,Tordehumos,Tordehumos,Valladolid
49126,Arquillinos,Arquillinos,Zamora
49161,Santa Eufemia del Barco,Santa Eufemia del Barco,Zamora
50369,Anento,Lechón,Zaragoza
50373,Gallocanta,Berrueco,Zaragoza
3509,Finestrat,Finestrat,Alicante
4532,Tres Villas,Tres Villas,Almería
4569,Terque,Bentarique,Almería
5514,Bonilla de la Sierra,Bonilla de la Sierra,Ávila
5620,Carrera,Solana de Ávila,Ávila
6001,Badajoz,Badajoz,Badajoz
7001,Palma,Palma,Baleares
8226,Terrassa,Terrassa,Barcelona
8614,Espunyola,Espunyola,Barcelona
8870,Sitges,Sitges,Barcelona
8918,Badalona,Badalona,Barcelona
9109,Padilla de Abajo,Castrojeriz,Burgos
10480,Madrigal de la Vera,Madrigal de la Vera,Cáceres
10672,Valdeobispo,Valdeobispo,Cáceres
10739,Segura de Toro,Segura de Toro,Cáceres
10748,Abadía,Abadía,Cáceres
11595,Jerez de la Frontera,Jerez de la Frontera,Cádiz
14320,Villaviciosa de Córdoba,Obejo,Córdoba
15650,Cambre,Cambre,A Coruña
15687,Ordes,Ordes,A Coruña
15894,Teo,Teo,A Coruña
18659,Villamena,Dúrcal,Granada
22584,Puente de Montañana,Viacamp y Litera,Huesca
22584,Viacamp y Litera,Viacamp y Litera,Huesca
22811,Lupiñén-Ortilla,Lupiñén-Ortilla,Huesca
23266,Montizón,Montizón,Jaén
23529,Baeza,Jaén,Jaén
23539,Baeza,Baeza,Jaén
24567,Oencia,Sobrado,León
25711,Montferrer i Castellbò,Montferrer i Castellbò,Lérida
27002,Lugo,Lugo,Lugo
28360,Villaconejos,Villaconejos,Madrid
29350,Arriate,Arriate,Málaga
29570,Alhaurín el Grande,Cártama,Málaga
30411,Caravaca de la Cruz,Caravaca de la Cruz,Murcia
31460,Aibar/Oibar,Leache,Navarra
31810,Iturmendi,Urdiain,Navarra
32890,Barbadás,Barbadás,Ourense
33207,Gijón,Gijón,Asturias
33957,San Martín del Rey Aurelio,Mieres,Asturias
34100,Saldaña,Saldaña,Palencia
35308,Santa Brígida,Santa Brígida,Las Palma
37185,Castellanos de Villiquera,Castellanos de Villiquera,Salamanca
37256,Milano,Milano,Salamanca
37480,Fuentes de Oñoro,Fuentes de Oñoro,Salamanca
37660,Miranda del Castañar,Miranda del Castañar,Salamanca
37882,Pedraza de Alba,Alba de Tormes,Salamanca
38379,Matanza de Acentejo,Matanza de Acentejo,Santa Cruz de Tenerife
39010,Santander,Santander,Cantabria
39813,Arredondo,Arredondo,Cantabria
40568,Boceguillas,Boceguillas,Segovia
42391,Burgo de Osma-Ciudad de Osma,Burgo de Osma-Ciudad de Osma,Soria
43511,Tivenys,Tivenys,Tarragona
44112,Tramacastilla,Albarracín,Teruel
44380,Villarquemado,Villarquemado,Teruel
44433,Gúdar,Gúdar,Teruel
44492,Fonfría,Fonfría,Teruel
48290,Amorebieta-Etxano,Amorebieta-Etxano,Vizcaya
49156,Guarrate,Guarrate,Zamora
49231,Villar del Buey,Villar del Buey,Zamora
50290,Épila,Épila,Zaragoza
1003,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
1013,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
1308,Lanciego/Lantziego,Laguardia,Álava
4760,Berja,Berja,Almería
8023,Barcelona,Barcelona,Barcelona
8185,Lliçà de Vall,Lliçà de Vall,Barcelona
8212,Sant Llorenç Savall,Sant Llorenç Savall,Barcelona
8370,Calella,Calella,Barcelona
8450,Llinars del Vallès,Llinars del Vallès,Barcelona
8569,Rupit i Pruit,Santa Maria de Corcó,Barcelona
9195,Villariezo,Villalbilla de Burgos,Burgos
9199,Atapuerca,Burgos,Burgos
9228,Mazuela,Villaverde del Monte,Burgos
9258,Castil de Peones,Belorado,Burgos
10359,Romangordo,Romangordo,Cáceres
10529,Majadas,Majadas,Cáceres
12180,Cabanes,Cabanes,Castellón
14913,Lucena,Lucena,Córdoba
15185,Cerceda,Cerceda,A Coruña
15684,Tordoia,Ordes,A Coruña
15808,Santiso,Santiso,A Coruña
15939,Boiro,Boiro,A Coruña
15981,Dodro,Dodro,A Coruña
16370,San Martín de Boniches,San Martín de Boniches,Cuenca
17442,Osor,Osor,Gerona
18680,Salobreña,Salobreña,Granada
19133,Alocén,Budia,Guadalajara
19268,Mirabueno,Sigüenza,Guadalajara
22146,Santa María de Dulcis,Santa María de Dulcis,Huesca
22212,Capdesaso,Lalueza,Huesca
22414,Monzón,Monzón,Huesca
22415,Monzón,San Miguel del Cinca,Huesca
22585,Viacamp y Litera,Viacamp y Litera,Huesca
22611,Yebra de Basa,Yebra de Basa,Huesca
23469,Úbeda,Úbeda,Jaén
24225,Campo de Villavidel,Mansilla de las Mulas,León
24281,Benavides,Benavides,León
24404,Ponferrada,Ponferrada,León
25192,Lleida,Lleida,Lérida
25340,Montornès de Segarra,Montornès de Segarra,Lérida
26001,Logroño,Logroño,La Rioja
26214,Cuzcurrita de Río Tirón,Cuzcurrita de Río Tirón,La Rioja
27117,Fonsagrada,Fonsagrada,Lugo
27266,Castro de Rei,Castro de Rei,Lugo
27712,Ribadeo,Ribadeo,Lugo
28380,Colmenar de Oreja,Colmenar de Oreja,Madrid
28941,Fuenlabrada,Fuenlabrada,Madrid
29751,Vélez-Málaga,Vélez-Málaga,Málaga
30168,Murcia,Murcia,Murcia
30412,Caravaca de la Cruz,Caravaca de la Cruz,Murcia
30836,Murcia,Murcia,Murcia
31409,Javier,Sangüesa/Zangoza,Navarra
32849,Bande,Bande,Ourense
33156,Cudillero,Cudillero,Asturias
33203,Gijón,Gijón,Asturias
33890,Allande,Allande,Asturias
34239,Villamediana,Valdeolmillos,Palencia
34305,Capillas,Capillas,Palencia
35423,Moya,Moya,Las Palma
36163,Poio,Pontevedra,Pontevedra
36653,Caldas de Reis,Caldas de Reis,Pontevedra
36895,Ponteareas,Ponteareas,Pontevedra
37111,San Pelayo de Guareña,Ledesma,Salamanca
37542,Navasfrías,Navasfrías,Salamanca
42138,Borobia,Almenar de Soria,Soria
42165,Villar del Ala,Sotillo del Rincón,Soria
42223,Escobosa de Almazán,Coscurita,Soria
43775,Marçà,Marçà,Tarragona
43820,Calafell,Calafell,Tarragona
44550,Alcorisa,Alcorisa,Teruel
49629,Brime de Sog,Brime de Sog,Zamora
50191,Zaragoza,Zaragoza,Zaragoza
50198,Muela,Muela,Zaragoza
50370,Villanueva de Jiloca,Villanueva de Jiloca,Zaragoza
50800,Zuera,Zuera,Zaragoza
1138,Zigoitia,Zigoitia,Álava
3293,Elche/Elx,Elche/Elx,Alicante
3698,Agost,Agost,Alicante
4110,Níjar,Níjar,Almería
4276,Benizalón,Benitagla,Almería
6226,Hinojosa del Valle,Hinojosa del Valle,Badajoz
6480,Montijo,Montijo,Badajoz
8619,Borredà,Llosses,Barcelona
8799,Olèrdola,Olèrdola,Barcelona
9193,Burgos,Burgos,Burgos
9290,Quintanapalla,Quintanapalla,Burgos
9588,Valle de Mena,Valle de Mena,Burgos
10109,Miajadas,Miajadas,Cáceres
10394,Millanes,Belvís de Monroy,Cáceres
12320,Sant Jordi/San Jorge,Sant Jordi/San Jorge,Castellón
14010,Córdoba,Córdoba,Córdoba
15579,Neda,Neda,A Coruña
15960,Ribeira,Ribeira,A Coruña
15979,Porto do Son,Porto do Son,A Coruña
16237,Ledaña,Ledaña,Cuenca
16412,Acebrón,Acebrón,Cuenca
16856,Castejón,Castejón,Cuenca
18120,Alhama de Granada,Alhama de Granada,Granada
19115,Almoguera,Almoguera,Guadalajara
20215,Gaztelu,Gaztelu,Guipúzcoa
21420,Isla Cristina,Isla Cristina,Huelva
22253,Senés de Alcubierre,Senés de Alcubierre,Huesca
22314,Salas Altas,Salas Altas,Huesca
22663,Sallent de Gállego,Sallent de Gállego,Huesca
23568,Bélmez de la Moraleda,Bélmez de la Moraleda,Jaén
25722,Pont de Bar,Valls de Valira,Lérida
26125,Villoslada de Cameros,Villoslada de Cameros,La Rioja
26329,Canales de la Sierra,Mansilla de la Sierra,La Rioja
27154,Outeiro de Rei,Outeiro de Rei,Lugo
27217,Palas de Rei,Palas de Rei,Lugo
27412,Monforte de Lemos,Monforte de Lemos,Lugo
27520,Carballedo,Carballedo,Lugo
27592,Pantón,Monforte de Lemos,Lugo
28680,San Martín de Valdeiglesias,San Martín de Valdeiglesias,Madrid
31173,Cendea de Olza/Oltza Zendea,Cendea de Olza/Oltza Zendea,Navarra
31194,Juslapeña,Juslapeña,Navarra
31227,Lapoblación,Lapoblación,Navarra
31395,Leoz/Leotz,Olóriz/Oloritz,Navarra
31690,Ezcároz/Ezkaroze,Ezcároz/Ezkaroze,Navarra
31790,Igantzi,Igantzi,Navarra
31849,Irañeta,Arakil,Navarra
32645,Porqueira,Porqueira,Ourense
33313,Villaviciosa,Villaviciosa,Asturias
34260,Vallejera,Valles de Palenzuela,Burgos
34350,Villarramiel,Villarramiel,Palencia
34486,Santibáñez de Ecla,Aguilar de Campoo,Palencia
34850,Castrejón de la Peña,Castrejón de la Peña,Palencia
36330,Vigo,Vigo,Pontevedra
36529,Lalín,Lalín,Pontevedra
36937,Bueu,Bueu,Pontevedra
37116,Ledesma,Ledesma,Salamanca
37170,Mata de Ledesma,Carrascal de Barregas,Salamanca
38291,San Cristóbal de La Laguna,San Cristóbal de La Laguna,Santa Cruz de Tenerife
39003,Santander,Santander,Cantabria
39213,Rozas de Valdearroyo,Campoo de Enmedio,Cantabria
39340,Suances,Suances,Cantabria
40162,Gallegos,Gallegos,Segovia
42141,Fuentearmegil,Espeja de San Marcelino,Soria
42180,Aldealseñor,Arancón,Soria
44146,Monteagudo del Castillo,Monteagudo del Castillo,Teruel
44169,Jarque de la Val,Cuevas de Almudén,Teruel
44367,Bronchales,Bronchales,Teruel
45919,Hormigos,Hormigos,Toledo
46132,Almàssera,Almàssera,Valencia
46294,Càrcer,Càrcer,Valencia
46869,Benissoda,Atzeneta d'Albaida,Valencia
48116,Fruiz,Fruiz,Vizcaya
49193,Zamora,Zamora,Zamora
49333,Santa María de Valverde,Pueblica de Valverde,Zamora
49430,Villaescusa,Villaescusa,Zamora
4276,Alcudia de Monteagud,Benitagla,Almería
4520,Abrucena,Abrucena,Almería
4621,Vera,Vera,Almería
5631,Navalperal de Tormes,San Juan de Gredos,Ávila
6880,Torremayor,Torremayor,Badajoz
9246,Piérnigas,Oña,Burgos
9615,Valle de Valdelaguna,Salas de los Infantes,Burgos
10250,Garciaz,Garciaz,Cáceres
10521,Toril,Toril,Cáceres
11130,Chiclana de la Frontera,Chiclana de la Frontera,Cádiz
13720,Alcázar de San Juan,Alcázar de San Juan,Ciudad Real
13738,Santa Cruz de Mudela,Viso del Marqués,Ciudad Real
14480,Alcaracejos,Villanueva del Duque,Córdoba
15109,Carballo,Carballo,A Coruña
15990,Boiro,Boiro,A Coruña
16771,Villarejo-Periesteban,Villares del Saz,Cuenca
17463,Sant Joan de Mollet,Foixà,Gerona
17490,Llançà,Llançà,Gerona
17720,Maçanet de Cabrenys,Maçanet de Cabrenys,Gerona
18511,Valle del Zalabí,Valle del Zalabí,Granada
19192,Gajanejos,Trijueque,Guadalajara
22467,Castejón de Sos,Sahún,Huesca
23213,Santa Elena,Santa Elena,Jaén
23519,Torreblascopedro,Lupión,Jaén
23730,Villanueva de la Reina,Villanueva de la Reina,Jaén
24248,Laguna Dalga,Laguna Dalga,León
24893,Prado de la Guzpeña,Prado de la Guzpeña,León
25527,Vall de Boí,Vall de Boí,Lérida
27160,Lugo,Lugo,Lugo
27665,Navia de Suarna,Navia de Suarna,Lugo
28041,Madrid,Madrid,Madrid
31009,Pamplona/Iruña,Pamplona/Iruña,Navarra
31360,Funes,Funes,Navarra
31720,Baztan,Baztan,Navarra
32211,Cortegada,Cortegada,Ourense
32425,Leiro,Leiro,Ourense
32700,Maceda,Maceda,Ourense
32793,Pereiro de Aguiar,Pereiro de Aguiar,Ourense
32860,Entrimo,Entrimo,Ourense
33128,Salas,Salas,Asturias
33836,Salas,Salas,Asturias
35544,Teguise,Teguise,Las Palma
36206,Vigo,Vigo,Pontevedra
36213,Vigo,Vigo,Pontevedra
36940,Cangas,Cangas,Pontevedra
38750,Paso,Paso,Santa Cruz de Tenerife
38900,Valverde,Valverde,Santa Cruz de Tenerife
39730,Hazas de Cesto,Hazas de Cesto,Cantabria
39761,Bárcena de Cicero,Bárcena de Cicero,Cantabria
41310,Brenes,Brenes,Sevilla
42142,Espejón,Espeja de San Marcelino,Soria
42269,Monreal de Ariza,Arcos de Jalón,Zaragoza
43393,Almoster,Almoster,Tarragona
43448,Vimbodí i Poblet,Vimbodí i Poblet,Tarragona
45130,Navalucillos,Navalucillos,Toledo
45541,Mesegar de Tajo,Mesegar de Tajo,Toledo
45621,Segurilla,Segurilla,Toledo
45632,Sartajada,Sartajada,Toledo
46354,Requena,Requena,Valencia
46668,Llocnou d'En Fenollet,Rafelguaraf,Valencia
46792,Alzira,Alzira,Valencia
47155,Santovenia de Pisuerga,Santovenia de Pisuerga,Valladolid
47418,Aguasal,Llano de Olmedo,Valladolid
48150,Sondika,Sondika,Vizcaya
49014,Zamora,Zamora,Zamora
49559,Gallegos del Río,Gallegos del Río,Zamora
1005,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
1196,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
2513,Tobarra,Tobarra,Albacete
4279,Uleila del Campo,Sorbas,Almería
5120,Navarredondilla,San Juan del Molinillo,Ávila
5290,Sanchidrián,Blascosancho,Ávila
7816,Sant Antoni de Portmany,Sant Antoni de Portmany,Baleares
9453,Tubilla del Lago,Villalbilla de Gumiel,Burgos
9511,Berberana,Valle de Losa,Burgos
9614,Barbadillo del Pez,Valle de Valdelaguna,Burgos
10470,Villanueva de la Vera,Villanueva de la Vera,Cáceres
11149,Conil de la Frontera,Conil de la Frontera,Cádiz
12449,Higueras,Pavías,Castellón
15315,Monfero,Monfero,A Coruña
15820,Santiago de Compostela,Santiago de Compostela,A Coruña
15970,Porto do Son,Porto do Son,A Coruña
16312,Henarejos,Garaballa,Cuenca
17405,Espinelves,Espinelves,Gerona
17531,Gombrèn,Gombrèn,Gerona
17862,Vallfogona de Ripollès,Vallfogona de Ripollès,Gerona
17869,Llanars,Llanars,Gerona
18210,Peligros,Peligros,Granada
19219,Malaguilla,Málaga del Fresno,Guadalajara
19227,Mohernando,Taragudo,Guadalajara
20002,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
22148,Bárcabo,Bárcabo,Huesca
22337,Foradada del Toscar,Fueva,Huesca
22583,Sopeira,Arén,Huesca
22808,Murillo de Gállego,Peñas de Riglos,Zaragoza
24171,Cea,Cea,León
24225,Corbillos de los Oteros,Mansilla de las Mulas,León
24370,Torre del Bierzo,Torre del Bierzo,León
24569,Oencia,Sobrado,León
25182,Torres de Segre,Torres de Segre,Lérida
25725,Montellà i Martinet,Montellà i Martinet,Lérida
27181,Lugo,Lugo,Lugo
28821,Coslada,Coslada,Madrid
31472,Ibargoiti,Unciti,Navarra
32002,Ourense,Ourense,Ourense
32317,Barco de Valdeorras,Barco de Valdeorras,Ourense
32557,Vilariño de Conso,Viana do Bolo,Ourense
34407,Olea de Boedo,Villameriel,Palencia
34844,Cervera de Pisuerga,Cervera de Pisuerga,Palencia
35520,Haría,Haría,Las Palma
35640,Oliva,Oliva,Las Palma
36208,Vigo,Vigo,Pontevedra
36877,Covelo,Mondariz,Pontevedra
37008,Salamanca,Salamanca,Salamanca
37336,Huerta,Huerta,Salamanca
37454,Veguillas,Veguillas,Salamanca
37766,Pedrosillo de los Aires,Pedrosillo de los Aires,Salamanca
38240,San Cristóbal de La Laguna,San Cristóbal de La Laguna,Santa Cruz de Tenerife
39696,Selaya,Selaya,Cantabria
40120,Garcillán,Garcillán,Segovia
40467,Tolocirio,Tolocirio,Segovia
40540,Fresno de la Fuente,Encinas,Segovia
41920,San Juan de Aznalfarache,San Juan de Aznalfarache,Sevilla
42100,Ágreda,Ágreda,Soria
42181,Magaña,Cerbón,Soria
42313,Recuerda,Burgo de Osma-Ciudad de Osma,Soria
42340,San Esteban de Gormaz,San Esteban de Gormaz,Soria
43312,Vilanova d'Escornalbou,Vilanova d'Escornalbou,Tarragona
43885,Salomó,Salomó,Tarragona
46470,Massanassa,Catarroja,Valencia
46691,Vallada,Vallada,Valencia
47015,Valladolid,Valladolid,Valladolid
47111,Villalar de los Comuneros,Villalar de los Comuneros,Valladolid
48130,Bakio,Bakio,Vizcaya
48840,Güeñes,Güeñes,Vizcaya
49172,Pereruela,Pereruela,Zamora
50678,Uncastillo,Uncastillo,Zaragoza
2350,Villapalacios,Villapalacios,Albacete
3203,Elche/Elx,Elche/Elx,Alicante
4200,Tabernas,Tabernas,Almería
6120,Oliva de la Frontera,Oliva de la Frontera,Badajoz
7638,Salines,Campos,Baleares
7670,Felanitx,Felanitx,Baleares
8359,Sant Iscle de Vallalta,Sant Iscle de Vallalta,Barcelona
9347,Covarrubias,Lerma,Burgos
10759,Garganta,Garganta,Cáceres
10895,Cilleros,Cilleros,Cáceres
12184,Torre d'en Doménec,Torre d'en Doménec,Castellón
15390,Cesuras,Cesuras,A Coruña
16500,Huete,Huete,Cuenca
16771,Villares del Saz,Villares del Saz,Cuenca
17142,Verges,Verges,Gerona
17470,Ventalló,Ventalló,Gerona
17864,Sant Pau de Segúries,Vall de Bianya,Gerona
18710,Sorvilán,Órgiva,Granada
18810,Caniles,Caniles,Granada
20302,Irun,Irun,Guipúzcoa
21800,Moguer,Moguer,Huelva
22637,Biescas,Biescas,Huesca
23639,Jaén,Jaén,Jaén
23711,Baños de la Encina,Villanueva de la Reina,Jaén
23749,Andújar,Villanueva de la Reina,Jaén
24251,Chozas de Abajo,Chozas de Abajo,León
24415,Priaranza del Bierzo,Ponferrada,León
24438,Toreno,Toreno,León
24547,Villafranca del Bierzo,Villafranca del Bierzo,León
24742,Castrillo de Cabrera,Castrillo de Cabrera,León
24913,Boca de Huérgano,Boca de Huérgano,León
25737,Cubells,Artesa de Segre,Lérida
26004,Logroño,Logroño,La Rioja
26144,Corera,Ocón,La Rioja
26215,Treviana,Treviana,La Rioja
26291,Cidamón,Cidamón,La Rioja
26291,Zarratón,Cidamón,La Rioja
27190,Lugo,Lugo,Lugo
27388,Guitiriz,Guitiriz,Lugo
27840,Vilalba,Vilalba,Lugo
28140,Fuente el Saz de Jarama,Fuente el Saz de Jarama,Madrid
29170,Colmenar,Colmenar,Málaga
29491,Benalauría,Benalauría,Málaga
31282,Mendaza,Mendaza,Navarra
31794,Baztan,Baztan,Navarra
32449,Peroxa,Peroxa,Ourense
34249,Baltanás,Baltanás,Palencia
34305,Baquerín de Campos,Capillas,Palencia
